Order Number;Order Line;Outlet;Part;Creation Date;Requested Date;Shipped Date;Requested Quantity;Shipped Quantity
Order_15883;3;7;9BU67374443202T;24.03.2019 00:00;24.03.2019;28.03.2019;1;1
Order_15884;1;7;9SU49478967435Q;24.03.2019 00:00;24.03.2019;24.03.2019;1;1
Order_15885;2;7;8WE83858329899J;01.04.2019 00:00;01.04.2019;01.04.2019;2;2
Order_15886;3;7;10SO55529479938E;21.03.2019 00:00;21.03.2019;22.03.2019;8;8
Order_15887;1;7;6YF43910757280X;30.03.2019 00:00;30.03.2019;30.03.2019;-1;-1
Order_15888;1;7;6YF43910757280X;02.04.2019 00:00;02.04.2019;04.04.2019;1;1
Order_15889;1;7;2YJ13060377870Z;22.03.2019 00:00;22.03.2019;22.03.2019;2;2
Order_15890;3;7;1WX30120195736A;02.04.2019 00:00;02.04.2019;02.04.2019;2;2
Order_15891;1;7;1KL19010952510G;24.03.2019 00:00;24.03.2019;24.03.2019;7;7
Order_15892;9;7;1DK89978918072Z;27.03.2019 00:00;27.03.2019;31.03.2019;1;1
Order_15893;1;7;1SA45362742351N;29.03.2019 00:00;29.03.2019;08.04.2019;1;1
Order_15894;2;7;9US47656544609I;19.03.2019 00:00;19.03.2019;22.03.2019;7;7
Order_15894;4;7;10KL78892852892B;02.04.2019 00:00;02.04.2019;05.04.2019;1;1
Order_15894;5;7;6DS91039970944Y;27.03.2019 00:00;27.03.2019;30.03.2019;4;4
Order_15895;1;7;7KD85134404062H;31.03.2019 00:00;31.03.2019;31.03.2019;4;4
Order_15896;1;7;7AQ67365368979W;29.03.2019 00:00;29.03.2019;08.04.2019;2;2
Order_15897;1;7;8WE83858329899J;05.04.2019 00:00;05.04.2019;05.04.2019;2;2
Order_15898;7;7;10KV67557837991N;05.04.2019 00:00;05.04.2019;05.04.2019;7;7
Order_15898;12;7;9PA81034644119Z;28.03.2019 00:00;28.03.2019;28.03.2019;1;1
Order_15899;4;7;10KV67557837991N;04.04.2019 00:00;04.04.2019;04.04.2019;5;5
Order_15900;1;7;9WG73682080384S;23.03.2019 00:00;23.03.2019;23.03.2019;2;2
Order_15901;4;7;10HH87500576461I;29.03.2019 00:00;29.03.2019;02.04.2019;1;1
Order_15901;14;7;4PK54930186163Y;29.03.2019 00:00;29.03.2019;06.04.2019;13;13
Order_15901;19;7;5KC25052666076Y;30.03.2019 00:00;30.03.2019;03.04.2019;1;1
Order_15901;20;7;7OZ55626855981O;03.04.2019 00:00;03.04.2019;07.04.2019;1;1
Order_15901;22;7;4BE54592303131T;06.04.2019 00:00;06.04.2019;10.04.2019;4;4
Order_15901;23;7;6WC39786352832S;07.04.2019 00:00;07.04.2019;11.04.2019;1;1
Order_15902;1;7;2YJ13060377870Z;01.04.2019 00:00;01.04.2019;01.04.2019;1;1
Order_15903;1;7;5OI38798119857Y;26.03.2019 00:00;26.03.2019;30.03.2019;2;2
Order_15904;1;7;1UF61058537652N;05.04.2019 00:00;05.04.2019;05.04.2019;2;2
Order_15904;2;7;3DJ57009377605N;25.03.2019 00:00;25.03.2019;25.03.2019;1;1
Order_15904;4;7;10NX81171331267E;27.03.2019 00:00;28.03.2019;28.03.2019;2;2
Order_15904;5;7;10KV67557837991N;26.03.2019 00:00;27.03.2019;27.03.2019;5;5
Order_15905;1;7;7VE66942792209N;07.04.2019 00:00;07.04.2019;08.04.2019;2;2
Order_15905;5;7;4BW89335777366E;09.04.2019 00:00;09.04.2019;19.04.2019;8;8
Order_15906;1;7;5EC16756557643G;29.03.2019 00:00;29.03.2019;08.04.2019;5;5
Order_15907;1;7;5VG56199631861S;03.04.2019 00:00;03.04.2019;04.04.2019;0;0
Order_15908;1;7;2FD44641695614Y;02.04.2019 00:00;02.04.2019;02.04.2019;2;2
Order_15909;6;7;1KL19010952510G;30.03.2019 00:00;30.03.2019;30.03.2019;2;2
Order_15910;1;7;3NH85889048726A;06.04.2019 00:00;06.04.2019;12.04.2019;1;1
Order_15911;2;7;8WE83858329899J;06.04.2019 00:00;06.04.2019;06.04.2019;2;2
Order_15912;2;7;2YJ13060377870Z;30.03.2019 00:00;30.03.2019;30.03.2019;2;2
Order_15913;2;7;5LQ53625741247K;06.04.2019 00:00;06.04.2019;07.04.2019;10;10
Order_15914;51;7;9QU59769510492L;11.04.2019 00:00;13.04.2019;13.04.2019;17;17
Order_15915;4;7;3LX36135773883K;31.03.2019 00:00;31.03.2019;31.03.2019;2;2
Order_15916;3;7;2ID39370333905H;07.04.2019 00:00;07.04.2019;07.04.2019;1;1
Order_15917;3;7;7UI86399152671N;16.04.2019 00:00;16.04.2019;16.04.2019;2;2
Order_15918;39;7;9QU59769510492L;16.04.2019 00:00;16.04.2019;17.04.2019;1;1
Order_15919;2;7;7OI34426730729G;13.04.2019 00:00;13.04.2019;13.04.2019;7;7
Order_15920;1;7;2WI90777323098C;06.04.2019 00:00;06.04.2019;07.04.2019;1;1
Order_15921;3;7;10UZ27817692540M;14.04.2019 00:00;14.04.2019;14.04.2019;2;2
Order_15922;6;7;10KV67557837991N;08.04.2019 00:00;08.04.2019;08.04.2019;6;6
Order_15923;4;7;5VI16347463458T;10.04.2019 00:00;10.04.2019;11.04.2019;10;10
Order_15923;5;7;3CO48601975688O;14.04.2019 00:00;14.04.2019;15.04.2019;2;2
Order_15924;3;7;1KL19010952510G;16.04.2019 00:00;16.04.2019;16.04.2019;3;3
Order_15925;1;7;7UI86399152671N;09.04.2019 00:00;09.04.2019;09.04.2019;2;2
Order_15926;3;7;3WH74950359379X;18.04.2019 00:00;18.04.2019;24.04.2019;1;1
Order_15927;3;7;10KV67557837991N;17.04.2019 00:00;17.04.2019;17.04.2019;1;1
Order_15927;5;7;1RQ35754921225V;09.04.2019 00:00;09.04.2019;09.04.2019;25;25
Order_15928;3;7;1HR77474180149T;06.04.2019 00:00;06.04.2019;07.04.2019;12;12
Order_15929;1;7;6YS86175420678A;16.04.2019 00:00;16.04.2019;23.04.2019;4;4
Order_15930;1;7;6QG51896122335N;11.04.2019 00:00;11.04.2019;11.04.2019;1;1
Order_15930;3;7;9RW19498940631I;16.04.2019 00:00;16.04.2019;16.04.2019;1;1
Order_15931;1;7;1QJ74661681415Y;10.04.2019 00:00;10.04.2019;10.04.2019;-1;-1
Order_15932;1;7;2LZ94792726658U;05.04.2019 00:00;05.04.2019;05.04.2019;2;2
Order_15933;3;7;10SO55529479938E;19.04.2019 00:00;19.04.2019;19.04.2019;4;4
Order_15934;2;7;10SO55529479938E;16.04.2019 00:00;16.04.2019;16.04.2019;1;1
Order_15935;2;7;5XS19677106526E;16.04.2019 00:00;16.04.2019;23.04.2019;1;1
Order_15936;2;7;7UI86399152671N;12.04.2019 00:00;12.04.2019;20.04.2019;1;1
Order_15936;3;7;1RQ35754921225V;10.04.2019 00:00;10.04.2019;10.04.2019;7;7
Order_15937;2;7;4PZ69986405913K;09.04.2019 00:00;09.04.2019;09.04.2019;2;2
Order_15938;2;7;8WE83858329899J;08.04.2019 00:00;08.04.2019;08.04.2019;1;1
Order_15939;2;7;5EC16756557643G;18.04.2019 00:00;18.04.2019;28.04.2019;2;2
Order_15940;3;7;1RQ35754921225V;23.04.2019 00:00;23.04.2019;23.04.2019;5;5
Order_15941;3;7;5JC50879652098W;16.04.2019 00:00;16.04.2019;17.04.2019;6;6
Order_15942;1;7;1DG12469563879Y;08.04.2019 00:00;08.04.2019;20.04.2019;7;7
Order_15943;3;7;8WE83858329899J;15.04.2019 00:00;15.04.2019;15.04.2019;1;1
Order_15944;1;7;5VG56199631861S;21.04.2019 00:00;21.04.2019;21.04.2019;1;1
Order_15945;2;7;4YV87040515232K;16.04.2019 00:00;16.04.2019;16.04.2019;2;2
Order_15946;1;7;10KP39274303501L;17.04.2019 00:00;17.04.2019;17.04.2019;2;2
Order_15947;2;7;3LS57709587257Y;18.04.2019 00:00;18.04.2019;18.04.2019;2;2
Order_15948;1;7;10KV67557837991N;16.04.2019 00:00;16.04.2019;16.04.2019;2;2
Order_15949;2;7;10KV67557837991N;24.04.2019 00:00;24.04.2019;24.04.2019;5;5
Order_15950;1;7;3PN88177387872Y;24.04.2019 00:00;24.04.2019;30.04.2019;1;1
Order_15950;3;7;4DN30748885166T;21.04.2019 00:00;21.04.2019;22.04.2019;2;2
Order_15951;2;7;8JN15866067410F;17.04.2019 00:00;17.04.2019;17.04.2019;1;1
Order_15952;2;7;1ZJ54169792849I;23.04.2019 00:00;23.04.2019;23.04.2019;1;1
Order_15953;1;7;4EG24981146927F;29.04.2019 00:00;29.04.2019;29.04.2019;2;2
Order_15954;2;7;10NX81171331267E;28.04.2019 00:00;28.04.2019;28.04.2019;3;3
Order_15955;1;7;9KP67041302651T;29.04.2019 00:00;29.04.2019;30.04.2019;6;6
Order_15956;1;7;2YJ13060377870Z;27.04.2019 00:00;27.04.2019;27.04.2019;6;6
Order_15957;7;7;4BE58474298543N;28.04.2019 00:00;28.04.2019;28.04.2019;1;1
Order_15957;10;7;1PE46932658199A;25.04.2019 00:00;25.04.2019;05.05.2019;2;2
Order_15958;2;7;2YX78998155154U;17.04.2019 00:00;17.04.2019;18.04.2019;5;5
Order_15959;1;7;7KD85134404062H;23.04.2019 00:00;23.04.2019;26.04.2019;-2;-2
Order_15960;1;7;7RU20077014259I;19.04.2019 00:00;19.04.2019;19.04.2019;2;2
Order_15961;2;7;1RQ35754921225V;29.04.2019 00:00;29.04.2019;29.04.2019;19;19
Order_15962;1;7;7UI86399152671N;28.04.2019 00:00;28.04.2019;28.04.2019;1;1
Order_15963;1;7;4PZ69986405913K;30.04.2019 00:00;30.04.2019;30.04.2019;2;2
Order_15964;2;7;4QI40929186023S;02.05.2019 00:00;02.05.2019;05.05.2019;2;2
Order_15965;2;7;10HH87500576461I;21.04.2019 00:00;21.04.2019;21.04.2019;2;2
Order_15966;1;7;3GV82320369198C;21.04.2019 00:00;21.04.2019;21.04.2019;1;1
Order_15967;4;7;10UN89355827811K;01.05.2019 00:00;01.05.2019;06.05.2019;2;2
Order_15968;5;7;2BR21787962253U;01.05.2019 00:00;01.05.2019;08.05.2019;1;1
Order_15969;1;7;9MF38310372355F;02.05.2019 00:00;02.05.2019;02.05.2019;11.5;11.5
Order_15970;1;7;4OK72235777993V;26.04.2019 00:00;26.04.2019;26.04.2019;1;1
Order_15971;2;7;9TZ23479641614Z;27.04.2019 00:00;27.04.2019;27.04.2019;4;4
Order_15971;3;7;5DG98783853149R;03.05.2019 00:00;03.05.2019;03.05.2019;3;3
Order_15972;11;7;10FC45124020723E;27.04.2019 00:00;27.04.2019;27.04.2019;2;2
Order_15973;1;7;3OB35915287851N;29.04.2019 00:00;29.04.2019;29.04.2019;1;1
Order_15973;4;7;8WE83858329899J;28.04.2019 00:00;01.05.2019;01.05.2019;6;6
Order_15974;1;7;2YJ13060377870Z;04.05.2019 00:00;04.05.2019;04.05.2019;8;8
Order_15975;3;7;2YJ13060377870Z;06.05.2019 00:00;06.05.2019;06.05.2019;2;2
Order_15975;4;7;8WE83858329899J;02.05.2019 00:00;02.05.2019;02.05.2019;2;2
Order_15976;7;7;1HR77474180149T;29.04.2019 00:00;29.04.2019;04.05.2019;13;13
Order_15977;2;7;7RU20077014259I;09.05.2019 00:00;09.05.2019;09.05.2019;0;0
Order_15977;3;7;7RU20077014259I;04.05.2019 00:00;04.05.2019;04.05.2019;-1;-1
Order_15977;5;7;4QI40929186023S;02.05.2019 00:00;02.05.2019;02.05.2019;0;0
Order_15978;2;7;4QI40929186023S;01.05.2019 00:00;01.05.2019;01.05.2019;2;2
Order_15979;1;7;7RU20077014259I;08.05.2019 00:00;08.05.2019;08.05.2019;2;2
Order_15980;3;7;9BB71218385038A;08.05.2019 00:00;08.05.2019;08.05.2019;1;1
Order_15981;3;7;4PZ69986405913K;02.05.2019 00:00;02.05.2019;02.05.2019;8;8
Order_15982;4;7;10TC52557647378J;05.05.2019 00:00;05.05.2019;05.05.2019;2;2
Order_15982;5;7;10TC52557647378J;09.05.2019 00:00;09.05.2019;09.05.2019;2;2
Order_15983;6;7;10SO55529479938E;06.05.2019 00:00;06.05.2019;06.05.2019;2;2
Order_15984;1;7;1WX30120195736A;11.05.2019 00:00;11.05.2019;11.05.2019;2;2
Order_15985;1;7;3XD56214823697Q;11.05.2019 00:00;11.05.2019;11.05.2019;1;1
Order_15986;4;7;9BB71218385038A;03.05.2019 00:00;03.05.2019;03.05.2019;1;1
Order_15987;3;7;1VN44232150123H;14.05.2019 00:00;19.05.2019;19.05.2019;2;2
Order_15988;3;7;9JL12920182667Q;06.05.2019 00:00;06.05.2019;15.05.2019;2;2
Order_15989;1;7;3WS85918919112W;03.05.2019 00:00;03.05.2019;03.05.2019;1;1
Order_15990;2;7;4EG24981146927F;16.05.2019 00:00;16.05.2019;22.05.2019;2;2
Order_15991;2;7;8WD79313473088W;08.05.2019 00:00;08.05.2019;08.05.2019;4;4
Order_15992;1;7;4EG24981146927F;07.05.2019 00:00;07.05.2019;07.05.2019;2;2
Order_15993;1;7;6EJ80679767923T;06.05.2019 00:00;06.05.2019;19.05.2019;1;1
Order_15994;4;7;9CY96297198955O;06.05.2019 00:00;06.05.2019;18.05.2019;2;2
Order_15995;2;7;3MK76996573576N;08.05.2019 00:00;08.05.2019;11.05.2019;1;1
Order_15996;1;7;2YJ13060377870Z;11.05.2019 00:00;11.05.2019;11.05.2019;7;7
Order_15997;2;7;5RQ37652507562Q;09.05.2019 00:00;09.05.2019;09.05.2019;5;5
Order_15998;5;7;6CN16596035437P;12.05.2019 00:00;12.05.2019;14.05.2019;1;1
Order_15999;14;7;7UI86399152671N;15.05.2019 00:00;15.05.2019;15.05.2019;2;2
Order_16000;1;7;9MO91675773088E;17.05.2019 00:00;17.05.2019;29.06.2019;1;1
Order_16001;2;7;2YJ13060377870Z;15.05.2019 00:00;15.05.2019;24.05.2019;4;4
Order_16002;1;7;8WE83858329899J;18.05.2019 00:00;18.05.2019;18.05.2019;0;0
Order_16003;1;7;4RB91558922334Q;23.05.2019 00:00;23.05.2019;15.08.2019;1;1
Order_16004;1;7;1SJ45703072239M;20.05.2019 00:00;20.05.2019;20.05.2019;2;2
Order_16005;1;7;7OQ53183371788O;21.05.2019 00:00;21.05.2019;21.05.2019;1;1
Order_16006;2;7;9MF38310372355F;14.05.2019 00:00;14.05.2019;14.05.2019;1;1
Order_16007;1;7;10TC52557647378J;29.05.2019 00:00;29.05.2019;29.05.2019;1;1
Order_16007;2;7;10YB36468431387S;25.05.2019 00:00;25.05.2019;25.05.2019;1;1
Order_16007;3;7;2EW96796935095R;20.05.2019 00:00;20.05.2019;20.05.2019;2;2
Order_16008;2;7;3BT62334082815F;16.05.2019 00:00;17.05.2019;23.05.2019;5;5
Order_16009;1;7;3BT62334082815F;25.05.2019 00:00;25.05.2019;25.05.2019;2;2
Order_16010;1;7;10JB97474572672V;25.05.2019 00:00;25.05.2019;12.06.2019;1;1
Order_16011;2;7;2DS35615142379C;02.06.2019 00:00;02.06.2019;06.06.2019;5;5
Order_16012;1;7;2XJ10708553284V;28.05.2019 00:00;28.05.2019;04.06.2019;1;1
Order_16013;4;7;10JE51694459767H;24.05.2019 00:00;24.05.2019;25.05.2019;1;1
Order_16014;1;7;8YF58613594761Q;29.05.2019 00:00;29.05.2019;29.05.2019;1;1
Order_16015;2;7;5RQ37652507562Q;23.05.2019 00:00;23.05.2019;23.05.2019;10;10
Order_16016;3;7;4BE58474298543N;22.05.2019 00:00;22.05.2019;22.05.2019;7;7
Order_16017;2;7;8WD79313473088W;02.06.2019 00:00;02.06.2019;02.06.2019;1;1
Order_16017;3;7;7LK73983263016O;01.06.2019 00:00;01.06.2019;01.06.2019;2;2
Order_16018;3;7;10SO55529479938E;31.05.2019 00:00;31.05.2019;31.05.2019;7;7
Order_16018;7;7;8PW78852457550Q;23.05.2019 00:00;23.05.2019;23.05.2019;13;13
Order_16019;1;7;3HU22232081232G;17.05.2019 00:00;17.05.2019;25.05.2019;1;1
Order_16020;1;7;3OB35915287851N;29.05.2019 00:00;29.05.2019;29.05.2019;1;1
Order_16021;1;7;8GJ85935494861S;25.05.2019 00:00;25.05.2019;25.05.2019;2;2
Order_16022;1;7;9PD61497274358X;08.06.2019 00:00;08.06.2019;10.06.2019;9;9
Order_16023;2;7;4XE20963340087Z;02.06.2019 00:00;02.06.2019;02.06.2019;2;2
Order_16024;1;7;2XV79843106330G;31.05.2019 00:00;31.05.2019;31.05.2019;14;14
Order_16025;1;7;8UB47052610429V;04.06.2019 00:00;04.06.2019;05.06.2019;2;2
Order_16026;3;7;4LK86403194031T;07.06.2019 00:00;07.06.2019;07.06.2019;2;2
Order_16027;1;7;4QK13862527104K;10.06.2019 00:00;10.06.2019;12.06.2019;1;1
Order_16028;1;7;3LX36135773883K;04.06.2019 00:00;04.06.2019;04.06.2019;2;2
Order_16029;4;7;4QK13862527104K;11.06.2019 00:00;11.06.2019;11.06.2019;1;1
Order_16030;1;7;1CL74946491008S;07.06.2019 00:00;07.06.2019;10.06.2019;1;1
Order_16031;1;7;5YC50411609091Q;28.05.2019 00:00;28.05.2019;28.05.2019;2;2
Order_16032;2;7;8PW78852457550Q;03.06.2019 00:00;03.06.2019;03.06.2019;31;31
Order_16033;1;7;6IY17545729934F;07.06.2019 00:00;07.06.2019;08.06.2019;0;0
Order_16034;2;7;9YX97160866251V;04.06.2019 00:00;04.06.2019;04.06.2019;2;2
Order_16035;2;7;5RQ37652507562Q;01.06.2019 00:00;01.06.2019;01.06.2019;-6;-6
Order_16036;1;7;7OY13140251524B;10.06.2019 00:00;10.06.2019;11.06.2019;4;4
Order_16037;1;7;3LX36135773883K;03.06.2019 00:00;03.06.2019;03.06.2019;2;2
Order_16038;1;7;10TP45068009325W;02.06.2019 00:00;02.06.2019;03.06.2019;1;1
Order_16039;2;7;10KV67557837991N;31.05.2019 00:00;31.05.2019;31.05.2019;1;1
Order_16039;4;7;8RX85342792371J;03.06.2019 00:00;03.06.2019;03.06.2019;1;1
Order_16040;1;7;3PN47687881623Z;06.06.2019 00:00;06.06.2019;06.06.2019;8;8
Order_16041;1;7;6WC39786352832S;10.06.2019 00:00;10.06.2019;10.06.2019;4;4
Order_16042;1;7;1QJ74661681415Y;07.06.2019 00:00;07.06.2019;07.06.2019;2;2
Order_16043;4;7;5RQ37652507562Q;07.06.2019 00:00;07.06.2019;13.06.2019;5;5
Order_16044;1;7;6ZN31148399354B;08.06.2019 00:00;08.06.2019;20.06.2019;7;7
Order_16045;1;7;1WX30120195736A;10.06.2019 00:00;10.06.2019;10.06.2019;2;2
Order_16046;2;7;7KD85134404062H;15.06.2019 00:00;15.06.2019;16.06.2019;1;1
Order_16047;1;7;7LK73983263016O;09.06.2019 00:00;09.06.2019;09.06.2019;1;1
Order_16047;2;7;3WS85918919112W;11.06.2019 00:00;11.06.2019;11.06.2019;1;1
Order_16048;1;7;2YJ13060377870Z;05.06.2019 00:00;05.06.2019;09.06.2019;5;5
Order_16049;2;7;8RX85342792371J;17.06.2019 00:00;17.06.2019;17.06.2019;2;2
Order_16049;3;7;10KV67557837991N;10.06.2019 00:00;10.06.2019;10.06.2019;2;2
Order_16050;4;7;8FV24932593426I;18.06.2019 00:00;18.06.2019;18.06.2019;2;2
Order_16051;5;7;5RQ37652507562Q;15.06.2019 00:00;15.06.2019;18.06.2019;5;5
Order_16052;4;7;2YJ13060377870Z;12.06.2019 00:00;12.06.2019;12.06.2019;1;1
Order_16053;1;7;4LW93800573174U;19.06.2019 00:00;19.06.2019;20.06.2019;22;22
Order_16053;4;7;8QQ16105307603X;15.06.2019 00:00;15.06.2019;17.06.2019;1;1
Order_16054;1;7;4IL54821095222G;16.06.2019 00:00;16.06.2019;26.06.2019;2;2
Order_16055;1;7;5GF95117528966V;16.06.2019 00:00;16.06.2019;17.06.2019;1;1
Order_16056;1;7;7OY13140251524B;17.06.2019 00:00;17.06.2019;17.06.2019;11;11
Order_16057;1;7;1LD74254949638W;08.06.2019 00:00;08.06.2019;08.06.2019;2;2
Order_16058;1;7;3PN47687881623Z;19.06.2019 00:00;19.06.2019;19.06.2019;1;1
Order_16059;3;7;6ED30461267540G;12.06.2019 00:00;12.06.2019;12.06.2019;2;2
Order_16060;7;7;3EC84077138734A;18.06.2019 00:00;18.06.2019;18.06.2019;1;1
Order_16060;10;7;1KL19010952510G;13.06.2019 00:00;13.06.2019;13.06.2019;1;1
Order_16061;1;7;2YJ13060377870Z;23.06.2019 00:00;23.06.2019;23.06.2019;2;2
Order_16062;1;7;6CN16596035437P;21.06.2019 00:00;21.06.2019;21.06.2019;1;1
Order_16063;1;7;2OG86503939991X;21.06.2019 00:00;21.06.2019;21.06.2019;14;14
Order_16064;1;7;10PG20994916144A;21.06.2019 00:00;21.06.2019;21.06.2019;10;10
Order_16064;2;7;8PW78852457550Q;20.06.2019 00:00;20.06.2019;20.06.2019;7;7
Order_16065;3;7;5LI17296993693A;26.06.2019 00:00;26.06.2019;29.06.2019;0;0
Order_16066;2;7;8PW78852457550Q;14.06.2019 00:00;14.06.2019;20.06.2019;29;29
Order_16067;3;7;10AV66120893967D;14.06.2019 00:00;14.06.2019;14.06.2019;1;1
Order_16068;7;7;7UI86399152671N;21.06.2019 00:00;21.06.2019;21.06.2019;1;1
Order_16069;1;7;10TC52557647378J;26.06.2019 00:00;26.06.2019;26.06.2019;2;2
Order_16070;1;7;1KL19010952510G;14.06.2019 00:00;14.06.2019;14.06.2019;1;1
Order_16071;1;7;5RQ37652507562Q;16.06.2019 00:00;16.06.2019;16.06.2019;7;7
Order_16072;1;7;5UD65460482937F;14.06.2019 00:00;14.06.2019;15.06.2019;2;2
Order_16072;13;7;3VS56013880201K;15.06.2019 00:00;19.06.2019;25.06.2019;20;20
Order_16073;3;7;8YE32821942352L;14.06.2019 00:00;14.06.2019;14.06.2019;1;1
Order_16074;5;7;2YJ13060377870Z;24.06.2019 00:00;24.06.2019;24.06.2019;2;2
Order_16075;1;7;7RU20077014259I;20.06.2019 00:00;20.06.2019;20.06.2019;1;1
Order_16075;2;7;8SC32728358934J;19.06.2019 00:00;17.06.2019;20.06.2019;1;1
Order_16076;2;7;7UI86399152671N;25.06.2019 00:00;25.06.2019;25.06.2019;1;1
Order_16077;1;7;10KV67557837991N;27.06.2019 00:00;27.06.2019;05.07.2019;5;5
Order_16077;2;7;2HQ54449481960P;26.06.2019 00:00;26.06.2019;06.07.2019;1;1
Order_16078;3;7;1JG72793125350M;15.06.2019 00:00;15.06.2019;24.06.2019;7;7
Order_16079;2;7;5RQ37652507562Q;29.06.2019 00:00;29.06.2019;29.06.2019;7;7
Order_16080;7;7;9FH28585043282B;22.06.2019 00:00;22.06.2019;26.06.2019;6;6
Order_16080;9;7;1VS81180360299M;28.06.2019 00:00;28.06.2019;01.07.2019;1;1
Order_16081;3;7;4BE58474298543N;20.06.2019 00:00;20.06.2019;28.06.2019;2;2
Order_16082;3;7;8JN15866067410F;06.07.2019 00:00;01.07.2019;08.07.2019;2;2
Order_16082;8;7;8JN15866067410F;07.07.2019 00:00;07.07.2019;07.07.2019;1;1
Order_16083;1;7;4IE84831173504Z;26.06.2019 00:00;26.06.2019;06.07.2019;1;1
Order_16083;4;7;10BU42796086657L;25.06.2019 00:00;25.06.2019;25.06.2019;2;2
Order_16084;2;7;2AX84712524036K;26.06.2019 00:00;26.06.2019;26.06.2019;1;1
Order_16085;1;7;9RW19498940631I;28.06.2019 00:00;28.06.2019;28.06.2019;1;1
Order_16086;1;7;5KR34482105206K;25.06.2019 00:00;25.06.2019;25.06.2019;8;8
Order_16087;1;7;8TM86822024379Z;20.06.2019 00:00;20.06.2019;21.06.2019;4;4
Order_16088;2;7;10UQ90372584898W;06.07.2019 00:00;06.07.2019;06.07.2019;11;11
Order_16088;4;7;10KV67557837991N;29.06.2019 00:00;29.06.2019;29.06.2019;13;13
Order_16089;1;7;2SH47766946026S;04.07.2019 00:00;04.07.2019;04.07.2019;1;1
Order_16089;2;7;10KV67557837991N;03.07.2019 00:00;03.07.2019;03.07.2019;3;3
Order_16090;2;7;9AS96987174106S;03.07.2019 00:00;03.07.2019;05.07.2019;7;7
Order_16091;1;7;2YJ13060377870Z;25.06.2019 00:00;25.06.2019;25.06.2019;3;3
Order_16092;3;7;2SR48606759108W;01.07.2019 00:00;09.07.2019;09.07.2019;1;1
Order_16092;7;7;8QE75178217616X;28.06.2019 00:00;06.07.2019;06.07.2019;10;10
Order_16093;1;7;2SR48606759108W;07.07.2019 00:00;07.07.2019;09.07.2019;0;0
Order_16094;4;7;1YE96012650822B;29.06.2019 00:00;29.06.2019;30.06.2019;1;1
Order_16095;2;7;8QE75178217616X;26.06.2019 00:00;26.06.2019;26.06.2019;28;28
Order_16096;2;7;2XV79843106330G;06.07.2019 00:00;06.07.2019;06.07.2019;15;15
Order_16097;3;7;9GO51948370176J;17.06.2019 00:00;17.06.2019;25.06.2019;15;15
Order_16097;6;7;10XV18995829395B;06.06.2019 00:00;06.06.2019;06.06.2019;7;7
Order_16098;1;7;4XQ96417369914M;02.07.2019 00:00;02.07.2019;09.07.2019;17;17
Order_16099;4;7;8YE32821942352L;10.07.2019 00:00;10.07.2019;10.07.2019;24;24
Order_16100;1;7;3BT62334082815F;06.07.2019 00:00;06.07.2019;06.07.2019;6;6
Order_16101;1;7;1YH65099569447R;07.07.2019 00:00;07.07.2019;07.07.2019;1;1
Order_16102;3;7;1KL19010952510G;28.06.2019 00:00;28.06.2019;28.06.2019;1;1
Order_16103;1;7;9AS96987174106S;09.07.2019 00:00;09.07.2019;09.07.2019;6;6
Order_16104;1;7;8PW78852457550Q;02.07.2019 00:00;02.07.2019;05.07.2019;11;11
Order_16105;1;7;6YS86175420678A;13.07.2019 00:00;13.07.2019;21.07.2019;2;2
Order_16106;5;7;4XQ96417369914M;05.07.2019 00:00;05.07.2019;05.07.2019;7;7
Order_16107;1;7;8OA45793748518T;07.07.2019 00:00;07.07.2019;07.07.2019;1;1
Order_16108;2;7;1JS94863996360G;27.07.2019 00:00;27.07.2019;27.07.2019;2;2
Order_16109;3;7;10SO55529479938E;12.07.2019 00:00;12.07.2019;12.07.2019;1;1
Order_16110;1;7;3WW22045388737R;06.07.2019 00:00;06.07.2019;06.07.2019;1;1
Order_16110;2;7;6IF51226197594Y;16.07.2019 00:00;16.07.2019;16.07.2019;1;1
Order_16111;1;7;3KD17646816761Y;09.07.2019 00:00;09.07.2019;29.07.2019;3;3
Order_16112;2;7;9CY35772845291B;10.07.2019 00:00;10.07.2019;10.07.2019;2;2
Order_16113;1;7;10CZ41207068176C;14.07.2019 00:00;14.07.2019;16.07.2019;2;2
Order_16113;2;7;8WE83858329899J;09.07.2019 00:00;09.07.2019;11.07.2019;1;1
Order_16114;9;7;8NS74432833816F;17.07.2019 00:00;17.07.2019;17.07.2019;2;2
Order_16115;2;7;10KV67557837991N;16.07.2019 00:00;16.07.2019;16.07.2019;6;6
Order_16116;3;7;2YJ13060377870Z;10.07.2019 00:00;10.07.2019;16.07.2019;1;1
Order_16117;1;7;7UI86399152671N;16.07.2019 00:00;16.07.2019;16.07.2019;1;1
Order_16118;1;7;4BE58474298543N;10.07.2019 00:00;10.07.2019;10.07.2019;2;2
Order_16119;1;7;3OW21418361737U;09.07.2019 00:00;09.07.2019;09.07.2019;1;1
Order_16120;2;7;10YW74182240684X;17.07.2019 00:00;17.07.2019;24.07.2019;7;7
Order_16121;1;7;2XV79843106330G;13.07.2019 00:00;13.07.2019;13.07.2019;9;9
Order_16122;3;7;4XQ96417369914M;19.07.2019 00:00;19.07.2019;19.07.2019;7;7
Order_16123;1;7;1OU28790501682T;13.07.2019 00:00;13.07.2019;04.08.2019;2;2
Order_16123;6;7;4VA18961074308I;25.07.2019 00:00;25.07.2019;16.08.2019;5;5
