Part;Outlet;Inventory Qty;Costs;MOQ
2DM43271348236L;8;0;3.36;10
2DO74524707213F;8;0;0.32;100
2DP29927257888Z;8;0;2127.47;5
2DP37559781345E;8;0;1.21;10
2DR62480285896V;8;8;21.06;5
2DS35615142379C;8;6;1.67;10
2DW89869783735L;8;0;0.78;100
2DX63131168287B;8;6;1.53;10
2DX63930719779R;8;0;105.81;5
2DZ98601816793J;8;0;0.58;100
2EJ11365378265D;8;0;149.98;5
2EK32102805749D;8;0;6.73;10
2EL98229991369K;8;0;4.91;10
2EM49020758282G;8;0;3.54;10
2EN27693009349R;8;3;106.08;5
2EN38061613843B;8;0;4.72;10
2ER24023428185W;8;0;4.04;10
2ER36644278501R;8;0;1.31;10
2ET31390802284R;8;0;901.33;5
2ET48209185772E;8;0;11.45;5
2EU51687135218C;8;5;752.85;5
2EU97181128453P;8;11;1.33;10
2EW96796935095R;8;6;41.72;5
2EX73255849438B;8;0;18.01;5
2EZ68256954545S;8;0;0.53;100
2FB72973689800N;8;0;9.06;5
2FC62006228666B;8;0;86.47;5
2FD44641695614Y;8;2;5.21;10
2FI14896004963J;8;0;21.4;5
2FK13943040471M;8;0;3.86;10
2FL36309534543B;8;3;29.11;5
2FN82479509597A;8;0;17.3;5
2FN94120335118A;8;0;1.07;10
2FP59325596665G;8;5;3.35;10
2FT38797510067O;8;2;13.69;5
2FX76660603807W;8;0;0.4;100
2GA21874269574R;8;0;33.87;5
2GB73332133518O;8;0;10.1;5
2GE29991843191B;8;0;16.57;5
2GG58177096163I;8;0;251.78;5
2GI80139233533A;8;0;34.41;5
2GK20509696869I;8;0;14.09;5
2GM17982442979R;8;0;2.88;10
2GO20022850742M;8;0;686.28;5
2GO68366976555U;8;0;94.52;5
2GP53556282126K;8;2;126.47;5
2GR50973062712G;8;0;17.64;5
2GS42340470239W;8;3;1.83;10
2GS55289964768T;8;8;4.22;10
2GT20373841721M;8;0;47.3;5
2GY24495366647A;8;2;1.01;10
2GZ12342623632V;8;26;0.16;100
2HB62355016259E;8;0;24.98;5
2HH39283861958Y;8;0;18.79;5
2HI43775709023T;8;1;11.37;5
2HQ54449481960P;8;3;0.97;10
2HS63150567883K;8;0;6.11;10
2HU52351758839N;8;0;15.52;5
2HV74355816181G;8;7;2.39;10
2HW22784704592E;8;1;116.3;5
2HY97085982893I;8;0;0.64;100
2HZ94744591219Q;8;55;0.42;100
2IC69460500878H;8;0;60.74;5
2ID39370333905H;8;8;4.59;10
2IE60492379137W;8;0;47.07;5
2IJ65042804892S;8;0;22.2;5
2IL53086679416N;8;0;8.6;5
2IO91539051480J;8;2;120.63;5
2IQ25763576929D;8;0;5.42;10
2IQ35346367174K;8;3;25.52;5
2IR29447741598M;8;0;13.81;5
2IU11804013656H;8;0;12.59;5
2IV51908496695L;8;0;3.11;10
2IV96373904805F;8;0;6.77;10
2IY40257575152D;8;0;4.97;10
2IY95860838555I;8;0;3.23;10
2JH17980641435L;8;0;6.97;10
2JI29207884605A;8;0;25.62;5
2JM45932370959K;8;0;43.53;5
2JN15911313883H;8;2;4.64;10
2JO63361935895R;8;2;2.18;10
2JP12438354680L;8;2;2.29;10
2JP41527157119H;8;0;0.33;100
2JR46607498904O;8;0;7.1;10
2JR61743522520R;8;4;92.4;5
2JX46836298441O;8;3;5.45;10
2JX82502769992C;8;0;45.58;5
2JY35921443439C;8;0;13.92;5
2JZ86899452285M;8;0;5.96;10
2KA63655101808B;8;5;12.58;5
2KE18218569010M;8;0;59.22;5
2KF50481290204X;8;52;0.61;100
2KG72259461921M;8;0;0.36;100
2KK11049304314R;8;0;18.16;5
2KK12449648159G;8;9;6.22;10
2KK71136010836I;8;0;110.86;5
2KL66709613198B;8;4;31.12;5
2KL80381000977A;8;5;9.55;5
2KP28082990473K;8;0;36.18;5
2KP97103955740I;8;0;1.29;10
2KR32694684559J;8;3;1.54;10
2KU26501400321D;8;0;57.77;5
2KZ73142519125L;8;0;15.58;5
2LA40425076336C;8;0;12.92;5
2LC62693278459R;8;0;37.71;5
2LI85473857741M;8;0;16.83;5
2LJ78279822416F;8;0;22.31;5
2LM35189624147Y;8;0;18.31;5
2LM63053572125L;8;0;6.34;10
2LQ22492979247V;8;0;8.64;10
2LY58614652489S;8;0;44.1;5
2LY62549334493W;8;0;31.01;5
2LZ94792726658U;8;0;1.4;10
2MB29133789118M;8;0;33.33;5
2MD87385098319L;8;0;2.15;10
2ME74026486154J;8;0;1.39;10
2MF25411994884C;8;0;20.04;5
2MF76141576485X;8;5;34.68;5
2MN60321562032S;8;4;2.06;10
2MR82059043513J;8;0;158.27;5
2MT23106054057E;8;0;15.41;5
2MV90718181110Q;8;0;25.26;5
2MW77818435122A;8;0;368.19;5
2MZ25020436304R;8;0;4.04;10
2NF13713951105J;8;0;11.71;5
2NG36096778068M;8;0;139.71;5
2NL52387992611R;8;0;2.14;10
2NL91108307352K;8;6;55.61;5
2NM22719767628X;8;1;281.11;5
2NM48205804400U;8;0;75.62;5
2NN40310484035L;8;0;147.89;5
2NP44441425101P;8;7;5.44;10
2NT40229178037E;8;0;100.81;5
2NU53624467599P;8;0;187.81;5
2NX77941243485H;8;0;0.85;10
2NZ31839538411N;8;0;128.21;5
2NZ43276159412U;8;0;29.83;5
2OB89315027547A;8;0;0.45;100
2OD99537148747G;8;0;3.02;10
2OE31099193643H;8;0;693.34;5
2OE61658943118U;8;0;2.56;10
2OF56091299094N;8;2;57.29;5
2OG86503939991X;8;23;0.94;10
2OH23958882976I;8;0;114.75;5
2OH29704895682L;8;4;4.77;10
2OI61338998124Y;8;0;0.91;10
2OL40335923555X;8;0;910.04;5
2ON92596872150Q;8;2;19.54;5
2OO82028169298J;8;62;0.3;100
2OP23827281340V;8;0;22.58;5
2OQ95031460602W;8;0;88.58;5
2OV23745640188B;8;0;3.58;10
2OV90027408685S;8;0;19.47;5
2OW66891035142B;8;0;25.59;5
2OX38175313308O;8;0;31.89;5
2PB93510976587M;8;5;2.72;10
2PG68614792349N;8;0;139.71;5
2PJ38515079866C;8;0;3.85;10
2PJ39932683988Z;8;0;6.77;10
2PK85794541064A;8;0;5.32;10
2PK95084845474O;8;0;1.89;10
2PT85398656859S;8;0;55.52;5
2PU39890786924U;8;4;14.85;5
2PV64580241331R;8;0;2.96;10
2PW23322810482M;8;2;12.11;5
2PW62323617505I;8;4;102.48;5
2PW73548396567L;8;0;418.6;5
2PX44122204467K;8;0;1.27;10
2QA43032313713I;8;5;8.74;5
2QA76146609726R;8;0;10.93;5
2QB16747808749H;8;0;1.16;10
2QC78360464407W;8;12;4.86;10
2QF89273251605S;8;3;177.28;5
2QH79678989311U;8;0;3.94;10
2QT34945215703I;8;0;117.32;5
2QW15745931770X;8;0;28.99;5
2QW95826775403E;8;0;3.34;10
2RA22331214160C;8;0;13.44;5
2RC69170396195G;8;12;30.13;5
2RF34470630331S;8;0;2.79;10
2RG33787078027M;8;0;20.71;5
2RG38057287237Z;8;0;10.78;5
2RG96931651412D;8;0;4.25;10
2RM37072800512J;8;0;13.81;5
2RM39610484187K;8;0;0.41;100
2RM47930442878C;8;0;257.61;5
2RN23140756849Y;8;0;8.25;10
2RO84703877203Y;8;3;1.49;10
2RR61361588797U;8;1;2.09;10
2RS30821722122V;8;0;29.04;5
2RU19040366988G;8;0;4.86;10
2RV23236945248U;8;0;9.98;5
2RV83473719245V;8;0;50.45;5
2RW90615850878E;8;0;510.39;5
2RY47421963782X;8;0;3.78;10
2RY52729281823U;8;0;16.7;5
2SA26427116820T;8;0;64.86;5
2SG46754584670X;8;0;1.34;10
2SH47766946026S;8;3;1.74;10
2SJ81746887118J;8;0;4.2;10
2SP68925843229P;8;0;2.95;10
2SR48606759108W;8;0;52.85;5
2SR80936642273Y;8;0;74.41;5
2SU81807875175J;8;9;2.28;10
2SX11765368076Q;8;0;12.31;5
2SX55749375939K;8;0;41.46;5
2TA21064631610V;8;1;15.41;5
2TD95218391177C;8;0;16.3;5
2TF41945287051M;8;0;10.64;5
2TF56438974121M;8;4;79.02;5
2TJ32950155336X;8;5;10.87;5
2TO51097079131I;8;0;2.35;10
2TQ81125927787H;8;4;25.39;5
2TR63734535247D;8;0;27.85;5
2TR70239870027B;8;0;0.85;10
2TV18584916038U;8;0;1.2;10
2TY14456659263L;8;5;10.94;5
2UI66754062400I;8;5;292.17;5
2UN31442292990T;8;0;147.36;5
2UO58014308537V;8;1;18.46;5
2UR20465578156G;8;0;81.43;5
2US61446817545Q;8;0;11.28;5
2UT26960250515N;8;0;2.31;10
2UU87292782110S;8;0;41.93;5
2UZ79442411649Z;8;0;16.25;5
2VB51985471495P;8;5;8.56;10
2VC53454341562J;8;0;75.69;5
2VG34233226271X;8;0;25.69;5
2VI59544175311R;8;4;79.65;5
2VP85773143460R;8;0;0.45;100
2VT34740083537G;8;1;5.25;10
2VV20242005932Z;8;0;34.3;5
2VW80853625017J;8;0;0.36;100
2WA95257617973U;8;0;7.93;10
2WC24555680582S;8;0;1.27;10
2WE61840514761D;8;0;7.9;10
2WG91291298929C;8;0;3.85;10
2WH63490899197K;8;0;14.79;5
2WI86383747735B;8;0;37.41;5
2WI90777323098C;8;0;33.52;5
2WK53021450674O;8;0;0.15;100
2WL15356058789U;8;0;0.55;100
2WO89297338442C;8;0;55.22;5
2WQ36685431075T;8;0;62.14;5
2WT35552134454X;8;0;974.59;5
2WT67435571817J;8;3;25.58;5
2WU22506877415Z;8;5;11.31;5
2WU53267800115U;8;0;16.78;5
2WV57427527373L;8;19;0.75;100
2XC77994917049Z;8;0;3.8;10
2XF78909184026J;8;5;2.13;10
2XG77527504480H;8;7;659.9;5
2XG94260642108A;8;0;110.03;5
2XI53899070174G;8;0;80.05;5
2XI56513812185N;8;0;6.26;10
2XJ10708553284V;8;0;381.53;5
2XJ28878957564F;8;0;145.85;5
2XJ34579299831I;8;0;47.7;5
2XK74083182512I;8;0;50.18;5
2XO51217831633T;8;1;18.29;5
2XO79631927083R;8;0;1.55;10
2XP48864140384L;8;5;11.19;5
2XQ24079944818B;8;0;144.97;5
2XR15282484138P;8;0;16.87;5
2XV79843106330G;8;108;0.88;100
2XX26400374106I;8;0;10.07;5
2XZ97155371566V;8;0;123.59;5
2YB34612793316X;8;0;151.16;5
2YC26673236038B;8;0;25.32;5
2YH43783157504Q;8;0;160.32;5
2YI26488446448S;8;0;8.1;10
2YI26939360409Z;8;3;6.55;10
2YJ11282793747Y;8;0;12.77;5
2YJ13060377870Z;8;6;6.03;10
2YJ45137807581W;8;0;0.41;100
2YO74882461118C;8;0;0.86;100
2YP46974410945V;8;0;21.18;5
2YQ18395241846T;8;0;330.62;5
2YQ35658735128P;8;0;7.14;10
2YV96590590227R;8;0;2.64;10
2YX78998155154U;8;2;3.08;10
2YY10961126184B;8;0;49.14;5
2YY35815938438M;8;0;27.56;5
2ZA18304562423H;8;4;22.71;5
2ZD22906771392E;8;0;3.24;10
2ZD49743873661Q;8;0;27.67;5
2ZF48439052925F;8;6;0.93;10
2ZH30261364166V;8;0;24.85;5
2ZJ96736919594P;8;0;18.44;5
2ZL55355641641N;8;62;0.72;100
2ZM82249442759S;8;0;0.35;100
2ZN97957222687C;8;10;3.5;10
2ZT98979005436Z;8;0;3.32;10
2ZX69557564434A;8;0;2.92;10
2ZY89468991941A;8;0;13.09;5
3AB89823939295W;8;0;42.32;5
3AH36159346398A;8;0;9.94;5
3AH49187650150C;8;0;3.39;10
3AI95063778972T;8;0;1.62;10
3AN24872124836B;8;0;1.42;10
3AO22593627203Z;8;0;19.96;5
3AP31270404357V;8;0;184.62;5
3AT81475807944D;8;0;3.49;10
3AU21029286134V;8;5;1.65;10
3AX95506425154H;8;0;6.84;10
3AY77104583130G;8;0;30.99;5
3AZ41053064569B;8;0;37.65;5
3BB25170648195D;8;0;68.01;5
3BB88204320766T;8;0;20.54;5
3BD29627308901E;8;0;3.87;10
3BF25252366924P;8;0;5.66;10
3BH40635640312H;8;0;7.31;10
3BJ49748242416C;8;0;21.41;5
3BJ60018531467L;8;4;9.5;5
3BM43437123363A;8;0;61.35;5
3BN67646018827R;8;0;0.54;100
3BO27109322796E;8;0;15.07;5
3BT62334082815F;8;0;5.61;10
3BV32736174297U;8;0;1.23;10
3BV98676575805K;8;0;31.51;5
3BW78870638369O;8;0;19.66;5
3BY54390398671N;8;0;0.7;100
3CB50059082690C;8;0;7.7;10
3CE12293456735Y;8;2;1.98;10
3CE77705672107H;8;2;6.84;10
3CF10361763303V;8;0;22.34;5
3CH58176945422E;8;0;7.15;10
3CJ15089372008H;8;6;0.91;10
3CO48601975688O;8;0;412.8;5
3CR31261169017V;8;0;23.67;5
3CR90826695933T;8;0;51.94;5
3CS89166595235A;8;0;70.97;5
3CZ51242307983M;8;6;13.3;5
3CZ90465909182N;8;0;93.66;5
3DB36761211858A;8;0;19.98;5
3DE78395889502Z;8;0;242.37;5
3DF63922683358Z;8;0;3.09;10
3DG66012264643S;8;0;1.87;10
3DG67905837391L;8;3;1.63;10
3DH64387986303Q;8;0;10.02;5
3DH83478318455F;8;2;10.11;10
3DJ57009377605N;8;11;1.09;10
3DL14050229020M;8;0;67.5;5
3DM67594803361R;8;0;4.25;10
3DO34178722436X;8;3;24.57;5
3DP38243796197N;8;0;0.52;100
3DT31777750003G;8;7;2.36;10
3DV62505720536L;8;0;2.7;10
3DV75610179248Q;8;0;0.01;100
3DW70824647701W;8;0;78.66;5
3DW89578429547Z;8;0;32.39;5
3DY64726269053Y;8;0;963.55;5
3EC84077138734A;8;59;0.57;100
3EC96883892765M;8;0;0.42;100
3ED46642654095F;8;0;47.72;5
3EE79689697877X;8;0;58.54;5
3EH93231391894E;8;3;2.75;10
3EJ15921769588I;8;0;8.84;5
3EJ38857059854D;8;9;1.75;10
3EK13060574757Y;8;0;3.05;10
3EK36261472290B;8;0;32.27;5
3EL15535746631G;8;0;45.33;5
3EP10746930685N;8;0;1.19;10
3EP20419217553H;8;0;16.84;5
3EP88056767027O;8;4;58.21;5
3EQ36756212635V;8;0;13.47;5
3ER79893941868S;8;0;3.47;10
3ES15764741537A;8;0;2.67;10
3ES43270016955B;8;0;5.44;10
3ES60974605160Z;8;0;2.27;10
3EU90151679719Y;8;0;74.53;5
3EW26854031345N;8;0;18.45;5
3EW65495275951G;8;70;0.83;100
3EX60744997534Z;8;0;545.68;5
3EZ65052043593V;8;0;94.23;5
3FC11935384072A;8;9;7.42;10
3FD57708289427X;8;0;1.5;10
3FG84847825621Z;8;7;4.89;10
3FG92783637529N;8;0;470.55;5
3FJ13199103399W;8;49;0.1;100
3FK40031099586L;8;0;13.38;5
3FL83371977202Y;8;0;0.99;10
3FM76219542555A;8;0;2.97;10
3FN17718388745C;8;0;7.66;10
3FN54199441972P;8;0;67.22;5
3FP15153437380N;8;6;22.86;5
3FP21682516046Z;8;0;84.91;5
3FQ30300839966K;8;3;49.6;5
3FS95047453532C;8;0;10.72;5
3FT37274467344U;8;14;4.81;10
3FW54374927885V;8;1;24.81;5
3FW81910398820N;8;0;145.96;5
3FX82623080853K;8;0;4.23;10
3GA55228859746N;8;0;4.03;10
3GA63764917291F;8;0;14.79;5
3GD98469158608L;8;0;1.94;10
3GE98877709253E;8;0;0.98;10
3GJ48142266816E;8;0;90.17;5
3GK66057641029S;8;0;19.12;5
3GM53496941918W;8;2;11.32;5
3GM95860798918O;8;0;84.97;5
3GQ28387668271J;8;0;38.14;5
3GQ37764394723O;8;0;88.35;5
3GU12014838485P;8;18;0.49;100
3GV82320369198C;8;2;38.58;5
3GX10480940021W;8;0;71.9;5
3GX30625200595C;8;2;104.02;5
3GY26181658937C;8;0;142.1;5
3HC29486587893Y;8;0;8.43;10
3HE12266320891G;8;0;108.56;5
3HE29069302143I;8;0;23.19;5
3HM26155333184B;8;20;1.12;10
3HQ15428216783D;8;1;1.24;10
3HQ84421379330Z;8;0;49.44;5
3HQ92605590399F;8;0;8.38;10
3HT61360914024K;8;0;0.57;100
3HU22232081232G;8;0;170.38;5
3HW48106225865K;8;0;22.09;5
3HX65681541065H;8;0;2.57;10
3HY72118311392J;8;6;2.39;10
3IC11024551175I;8;0;3706.99;5
3IC68863239836R;8;0;9.04;10
3II67351248129L;8;0;38.54;5
3IJ46515019227T;8;0;8.78;5
3IK23796280806S;8;0;41.07;5
3IM70031949643U;8;0;55.19;5
3IN68529878108H;8;0;1.36;10
3IO14767961021B;8;0;33.64;5
3IR10267803935Y;8;0;17.64;5
3IR29128881488K;8;0;20.18;5
3IR34636048611I;8;0;176.09;5
3IT52434949050Z;8;5;19.76;5
3IT58202090102V;8;0;113.31;5
3IU31689219311O;8;0;36.54;5
3IU95357771913S;8;0;90.33;5
3IV54557371657A;8;3;12.96;5
3IW21569895590V;8;0;1.94;10
3IZ27711619534N;8;6;24.76;5
3IZ66600901391E;8;0;2.97;10
3JA30679486190Y;8;8;10.13;10
3JB30133038694S;8;0;28.61;5
3JE77264369890K;8;4;58.52;5
3JE91252982284Q;8;0;17.29;5
3JG83318404058S;8;0;18.99;5
3JH22254579399S;8;0;5.64;10
3JH65125379583H;8;23;0.41;100
3JK70607129213W;8;0;153.09;5
3JL31152977724C;8;0;18.91;5
3JM68264621359B;8;0;65.77;5
3JN10183224220Y;8;0;4.7;10
3JN43721917121S;8;0;64.97;5
3JP61381169099R;8;0;16.91;5
3JQ82697167110W;8;0;8.72;10
3JQ88762180131R;8;0;0.84;100
3JS59570525695Z;8;4;89.76;5
3JS74809920912W;8;17;0.28;100
3JU10766945430A;8;0;4.59;10
3JU41271544188F;8;0;3.66;10
3JU77434437372C;8;0;3.72;10
3JY18357529087O;8;3;22.03;5
3KA12100345703V;8;0;4.38;10
3KB80519329662S;8;2;31.54;5
3KD17646816761Y;8;3;2.41;10
3KD35325098069T;8;0;78.1;5
3KF37721704016G;8;3;17.8;5
3KI59231462359I;8;0;1.26;10
3KK70419915448C;8;10;2.47;10
3KK94852178661P;8;0;8.07;10
3KP85317855840O;8;0;12.66;5
3KR56595467497P;8;0;42.84;5
3KR72644459994X;8;0;1.13;10
3KS85558589552M;8;4;1.9;10
3KT67937446520Q;8;0;1113.59;5
3KU15077986996G;8;0;2.12;10
3KY26874564258E;8;0;11.21;5
3LB21677688603C;8;0;4.79;10
3LB99500320639Y;8;6;5.02;10
3LH38902604243H;8;4;2.53;10
3LI33613892772U;8;0;2.27;10
3LJ76382922793M;8;0;77.56;5
3LL95825493745B;8;3;33.87;5
3LM58282910469P;8;7;11.13;5
3LN37281477837W;8;0;21.04;5
3LP52203175034Z;8;0;20.78;5
3LQ24910003651O;8;0;233.41;5
3LS57709587257Y;8;56;0.99;100
3LV40209736797G;8;0;40.38;5
3LW65958977990O;8;0;33.72;5
3LX36135773883K;8;6;1.33;10
3LX49571815087K;8;1;3.05;10
3LX91181905200I;8;0;10.78;5
3LY91014490475U;8;3;1.38;10
3LZ56514353421I;8;6;9.46;5
3MC21239828999G;8;3;6.15;10
3MC44686076359O;8;0;30.56;5
3MH12606268777M;8;1;26.47;5
3MI48236905693L;8;2;11;5
3MI70772677223M;8;0;7.77;10
3MK76996573576N;8;5;14.94;5
3ML27676742363E;8;0;34.25;5
3MM18449313505M;8;1;1.49;10
3MN93431215584P;8;0;14.65;5
3MO14330148255O;8;0;18.31;5
3MP74272988882L;8;0;20.48;5
3MR76872148282C;8;0;5.81;10
3MW17661139071I;8;0;1113.44;5
3MW43821526649N;8;0;14.01;5
3MX93226621813W;8;0;0.83;100
3NB23816554579O;8;6;1.28;10
3NC27960165456Y;8;0;19.85;5
3ND62561213680Z;8;3;10.82;5
3NF82662717729S;8;0;9.76;5
3NH47772035493H;8;0;8.38;10
3NH85889048726A;8;0;0.34;100
3NL92712955002A;8;0;2.95;10
3NM28498070400R;8;0;432.01;5
3NM63409561293F;8;0;21.47;5
3NP97115887867Z;8;0;265.6;5
3NQ92029249965G;8;11;3.07;10
3NW17077103128A;8;0;1.62;10
3NY71670296485N;8;0;5.49;10
3OB35915287851N;8;6;10.89;5
3OB83998007479A;8;0;0.07;100
3OE14888987745R;8;0;64.01;5
3OE39450001364P;8;0;17.78;5
3OH25301531771S;8;0;0.61;100
3OH30766237429G;8;0;50.84;5
3OI13595543191Q;8;0;7.51;10
3OI65861843208H;8;0;27.88;5
3OL18772379150G;8;0;1.45;10
3OM40783143957D;8;4;11.46;5
3ON31336697199K;8;0;251.69;5
3ON51543254656L;8;2;9.98;5
3OO41672049720J;8;0;20.83;5
3OP36491755123Q;8;0;1.17;10
3OV74034011925G;8;4;2262.9;5
3OW21418361737U;8;0;8.59;10
3OY53109274800D;8;0;201.8;5
3PA66435811659C;8;0;12.31;5
3PF71826689415K;8;0;0.09;100
3PG61643062904C;8;0;11.21;5
3PL72988189016P;8;0;12.75;5
3PM92695385697R;8;0;6.58;10
3PN47687881623Z;8;8;5.37;10
3PN88177387872Y;8;2;22.15;5
3PS11822452596A;8;0;1.61;10
3PS78880360806O;8;0;5.13;10
3PV59838098006F;8;6;4.23;10
3PY43699471606C;8;2;258.29;5
3PY52771899670G;8;5;58.54;5
3QB59528536529P;8;0;1.46;10
3QD60692378362O;8;0;14.64;5
3QD88036899245F;8;0;10.84;5
3QF38689076196M;8;1;15.22;5
3QK18061673440F;8;0;1.04;10
3QP61389032336Q;8;0;1.62;10
3QT40037957308F;8;0;15.15;5
3QW13609625829D;8;0;20.58;5
3RC78728181320M;8;2;18.47;5
3RI72402934347J;8;0;23.11;5
3RI77625900068X;8;0;97.06;5
3RJ53428523342W;8;13;2.19;10
3RM57624779051H;8;0;3.48;10
3RO78627603035W;8;0;2.66;10
3RP67728916179P;8;0;4;10
3RV12496935101I;8;0;12.8;5
3RV92646139694Y;8;0;69.51;5
3RW43822621255X;8;0;21.15;5
3RX38429793743Y;8;3;36.96;5
3SC87860877487O;8;0;10.39;5
3SD30416331756R;8;0;1283.1;5
3SD84165389689K;8;0;12.78;5
3SE33501636611Z;8;0;12.03;5
3SE43953223322T;8;0;3.32;10
3SH70168084259C;8;0;8.26;10
3SI87350225498F;8;0;18.03;5
3SK68313966293R;8;6;73.31;5
3SL19578522537I;8;13;1.96;10
3SO16212794251P;8;0;4.52;10
3SQ17942185205T;8;0;19.17;5
3ST93914269143T;8;0;0.79;10
3SZ46026284865V;8;1;10.97;5
3SZ50328490955N;8;0;9.86;10
3SZ91594682119D;8;0;511.49;5
3TE70662538013A;8;0;1.05;10
3TG68363232409N;8;0;72.62;5
3TH43937352234I;8;0;78.78;5
3TI69105051682P;8;4;67.86;5
3TM12936792486K;8;0;0.81;10
3TM24534226423I;8;7;2.11;10
3TM58728367159P;8;0;0.3;100
3TN77072542004Q;8;0;24.77;5
3TQ84459698676F;8;0;147.75;5
3TQ88749558119M;8;0;2.27;10
3TT72048734548M;8;4;756.3;5
3TU53563420673V;8;0;3.03;10
3TV34445880972B;8;10;6.26;10
3UB26487341214L;8;0;14.19;5
3UB27480291247I;8;0;9.98;5
3UB68250013601O;8;0;87.8;5
3UC57160552803P;8;0;3.86;10
3UG45168297848L;8;0;110.96;5
3UH76527961722H;8;0;19.35;5
3UI84068364147T;8;44;0.7;100
3UJ59382777592P;8;0;60.71;5
3UL40520052966Z;8;0;1.64;10
3UM20221263472F;8;0;18;5
3UM56026135737W;8;8;3.32;10
3UO55256501451C;8;0;0.45;100
3UP56098959209V;8;6;36.82;5
3UV78206392741V;8;3;12.16;5
3UY57139370467I;8;0;2.2;10
3UY91771181741N;8;0;58.26;5
3UZ70054773927Z;8;0;4.53;10
3VA83172593076T;8;2;3.09;10
3VB51682816581N;8;0;111.01;5
3VC22372118703X;8;0;3.25;10
3VC50065605154K;8;8;2.82;10
3VC91444379660W;8;0;3.42;10
3VD41851372098G;8;2;47.66;5
3VE30482931880H;8;0;81.52;5
3VG60567311018J;8;0;74.61;5
3VH75831334216V;8;8;2.2;10
3VI75004350811L;8;1;0.37;100
3VJ36325232346B;8;0;28.12;5
3VJ40713554294M;8;3;9.42;10
3VJ89505991689S;8;0;27.76;5
3VK44307139632L;8;2;4.68;10
3VN69655179928T;8;0;0.72;100
3VQ59724885592M;8;0;13.58;5
3VR91507932010G;8;0;111.89;5
3VS22902593744X;8;0;5.54;10
3VS56013880201K;8;79;0.05;100
3WC73174273770X;8;0;49.52;5
3WF24352730674Z;8;0;43.17;5
3WF69554907538W;8;66;0.61;100
3WH74950359379X;8;42;0.22;100
3WI68598522568W;8;5;3.13;10
3WN30225637500I;8;0;33.63;5
3WO40006574562L;8;0;226.87;5
3WP25169418646U;8;0;49.62;5
3WP27376157197E;8;0;11.39;5
3WS85918919112W;8;2;4.53;10
3WT93903404336A;8;0;1346.14;5
3WU94457043413A;8;0;8.61;10
3WV29645059120Y;8;4;0.65;100
3WV61574034293F;8;9;1.39;10
3WW22045388737R;8;5;11.64;5
3WX47929224969R;8;0;4.24;10
3WX78797477712R;8;2;179.55;5
3WX81404313280U;8;0;15.01;5
3XD41021101122U;8;76;0.13;100
3XD56214823697Q;8;3;223.96;5
3XD69075997658D;8;0;1.78;10
3XE94315820753T;8;0;20.12;5
3XG14935781368Q;8;0;24.52;5
3XG95402303276B;8;0;4.55;10
3XL82605162524Z;8;4;10.78;5
3XN24195785697Q;8;0;75.51;5
3XN81105751431C;8;2;1.25;10
3XP36010962382F;8;0;6.93;10
3XP61478633579S;8;0;5.84;10
3XS94428026679S;8;0;2.59;10
3XW51371754320O;8;0;17.61;5
3XZ61791949738X;8;0;20.49;5
3YA77896047515T;8;5;175.38;5
3YC38033944360L;8;0;502.32;5
3YE70833459685B;8;0;91.16;5
3YG68343239324Q;8;3;644.92;5
3YG76421492561D;8;5;323.06;5
3YH98132112318V;8;7;25.15;5
3YJ23490831579K;8;95;0.19;100
3YQ71924058142M;8;9;1.96;10
3YS39555055540K;8;0;13.49;5
3YU59063570848D;8;0;1.84;10
3YW32968439163L;8;6;4.47;10
3ZA21634307273F;8;0;54.2;5
3ZA43170915209S;8;0;2.59;10
3ZA48733676493E;8;0;35.2;5
3ZE71453411785M;8;0;0.97;10
3ZF86072589752O;8;0;360.91;5
3ZI57340993284P;8;0;3.22;10
3ZI69028104406Y;8;0;152.82;5
3ZM58179559804C;8;0;9.69;5
3ZN61238349068D;8;0;4.55;10
3ZN73200266928E;8;3;3.93;10
3ZP38189853409O;8;0;399.74;5
3ZW82352213532T;8;0;0.55;100
3ZW92435095721R;8;5;129.09;5
4AG67227791535F;8;0;10.42;5
4AI10678659437U;8;0;10.41;5
4AK59437101793S;8;0;12.6;5
4AP70189288972Y;8;0;13.86;5
4AS53956563125Y;8;3;7.84;10
4AS74713727418E;8;0;10.54;5
4AW82011022671Z;8;0;8.6;10
4AY82909976856K;8;0;19.91;5
4BA84884894485P;8;0;63.71;5
4BC19486054706Z;8;0;19.82;5
4BE54592303131T;8;0;38.56;5
4BE58474298543N;8;8;1.39;10
4BE78765443388E;8;3;15.97;5
4BE94168235432G;8;0;29.74;5
4BI15525135654P;8;0;21.45;5
4BN61649687036W;8;0;10.87;5
4BQ88281797905B;8;0;0.23;100
4BT63239549798S;8;3;37.89;5
4BU63067365996G;8;0;12.3;5
4BV36617607973K;8;0;17.93;5
4BV58571520240M;8;0;12.13;5
4BW15305456261X;8;5;0.33;100
4BW89335777366E;8;9;7.45;10
4CA43373874989Q;8;0;4.39;10
4CB79829236208I;8;0;13.52;5
4CF29361505496Q;8;3;322.09;5
4CH28134935522T;8;0;2.18;10
4CJ13427835734C;8;6;32.12;5
4CN27833754307E;8;0;33.91;5
4CN57685491849Q;8;0;0.37;100
4CQ37592931098N;8;0;3.33;10
4CR22203454643L;8;0;45.45;5
4CR47318028140K;8;2;25.24;5
4CR73546091837Q;8;0;7.61;10
4CR83360521003E;8;0;20.18;5
4CW47458015938Y;8;0;16.54;5
